School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
Green Bay,33,17,16,.515,-4.80,-2.80,11,7,10,5,7,10,2694,2643,1335,968,2109,.459,252,683,.369,506,669,.756,325,1200,534,228,102,411,634,75.3,107.3,.317,.324,.555,48.5,55.2,9.1,8.1,.519,14.5,26.8,.240
Hampton,34,15,19,.441,-12.02,-5.80,8,10,11,5,3,13,2635,2693,1370,924,2025,.456,213,641,.332,574,821,.699,347,1248,497,171,128,397,650,71.9,107.0,.405,.317,.546,49.5,53.8,6.9,10.0,.509,14.1,28.2,.283
Hartford,33,18,15,.545,-6.79,-6.02,9,7,9,8,9,7,2201,2203,1325,773,1850,.418,253,742,.341,402,572,.703,264,1121,428,241,78,444,575,69.2,96.0,.309,.401,.519,47.0,55.4,10.5,6.5,.486,17.3,22.9,.217
Harvard,29,21,8,.724,3.06,-1.55,10,4,11,1,9,4,2114,1928,1180,763,1680,.454,209,635,.329,379,541,.701,305,1110,343,187,153,403,505,68.9,104.0,.322,.378,.546,53.4,45.0,9.2,14.1,.516,17.2,30.4,.226
Hawaii,30,17,13,.567,-1.27,-2.10,8,8,14,6,3,7,2057,2016,1205,731,1715,.426,215,652,.330,380,540,.704,287,1009,403,164,63,392,527,68.9,99.1,.315,.380,.522,50.1,55.1,7.9,5.1,.489,16.6,27.8,.222
High Point,32,9,23,.281,-16.31,-5.34,6,12,6,9,3,14,2110,2396,1290,711,1751,.406,198,619,.320,490,701,.699,360,1108,391,164,114,459,590,67.7,96.7,.400,.354,.506,51.3,55.0,7.5,11.9,.463,18.0,32.2,.280
Hofstra,34,26,8,.765,3.06,-3.85,14,4,10,4,11,4,2596,2326,1360,895,1991,.450,282,753,.375,524,669,.783,352,1184,419,235,73,383,482,68.9,110.8,.336,.378,.562,50.8,46.8,10.0,5.7,.520,14.2,30.3,.263
Holy Cross,32,3,29,.094,-18.07,-4.26,2,16,2,12,0,16,2106,2537,1295,789,1829,.431,219,689,.318,309,461,.670,280,1033,371,156,88,458,569,68.9,94.5,.252,.377,.514,47.6,47.0,7.0,7.0,.491,18.3,25.1,.169
Houston,31,23,8,.742,16.46,6.30,13,5,14,2,6,6,2241,1926,1245,788,1868,.422,216,641,.337,449,615,.730,447,1286,400,161,151,369,608,66.8,107.8,.329,.343,.519,56.5,50.8,7.7,15.1,.480,14.6,38.7,.240
Houston Christian,29,4,25,.138,-17.41,-3.62,4,16,2,9,2,15,2323,2723,1165,798,1800,.443,216,594,.364,511,684,.747,353,1046,370,164,64,487,586,78.0,102.3,.380,.330,.547,49.4,46.4,7.2,5.1,.503,18.6,32.2,.284
Howard,33,4,29,.121,-21.88,-7.98,1,15,2,13,1,14,2306,2682,1335,808,1922,.420,247,718,.344,443,637,.695,320,1088,443,180,119,486,609,71.9,96.0,.331,.374,.518,45.0,54.8,7.5,9.2,.485,17.9,26.4,.230
Idaho,32,8,24,.250,-12.07,-2.10,4,16,5,10,2,12,2086,2329,1285,784,1780,.440,156,463,.337,362,536,.675,261,1082,384,177,71,451,554,69.3,93.8,.301,.260,.513,49.7,49.0,8.0,6.1,.484,18.1,24.4,.203
Idaho State,30,8,22,.267,-8.62,-1.62,4,16,4,9,3,13,2093,2198,1215,760,1664,.457,192,551,.348,381,581,.656,291,985,350,137,73,405,458,67.7,101.8,.349,.331,.539,50.6,46.1,6.7,5.7,.514,17.3,29.3,.229
Illinois,31,21,10,.677,15.27,9.84,13,7,15,3,6,6,2239,2024,1245,811,1831,.443,175,566,.309,442,607,.728,393,1224,411,151,89,375,497,67.5,106.6,.332,.309,.528,55.3,50.7,7.2,7.3,.491,15.0,35.8,.241
Illinois State,31,10,21,.323,-2.70,1.97,5,13,9,6,1,11,2050,2171,1245,740,1745,.424,258,726,.355,312,439,.711,275,1037,373,179,77,446,529,68.4,96.3,.252,.416,.525,48.9,50.4,8.4,7.3,.498,18.6,25.6,.179
Illinois-Chicago,35,18,17,.514,-3.74,-3.80,10,8,11,7,5,9,2412,2407,1405,880,1984,.444,252,747,.337,400,584,.685,333,1310,494,201,152,549,682,70.5,97.4,.294,.377,.533,51.3,56.1,8.1,12.0,.507,19.5,27.9,.202
Incarnate Word,31,9,22,.290,-18.57,-6.85,6,14,7,9,2,13,2050,2292,1260,726,1741,.417,187,623,.300,411,558,.737,298,1000,382,224,80,474,585,69.2,94.0,.321,.358,.511,47.1,52.6,10.3,6.9,.471,19.1,27.6,.236
Indiana,32,20,12,.625,15.07,10.35,9,11,15,4,2,8,2286,2135,1285,812,1825,.445,176,540,.326,486,716,.679,361,1210,414,179,140,403,549,68.7,103.6,.392,.296,.528,54.0,51.0,8.1,12.6,.493,15.7,32.4,.266
Indiana State,30,18,12,.600,3.22,1.81,11,7,12,1,4,8,2052,2004,1205,731,1617,.452,209,555,.377,381,532,.716,227,957,377,165,102,343,509,66.2,102.9,.329,.343,.549,49.2,51.6,8.3,10.0,.517,15.5,23.5,.236
Iona,29,12,17,.414,-6.23,-5.37,9,11,5,6,4,9,2030,2055,1175,697,1586,.439,224,673,.333,412,535,.770,231,971,382,199,108,413,540,68.6,100.7,.337,.424,.552,48.5,54.8,9.9,10.4,.510,18.3,25.1,.260
Iowa,31,20,11,.645,16.07,10.62,11,9,14,2,4,7,2410,2241,1240,842,1868,.451,244,703,.347,482,643,.750,356,1162,538,191,120,375,496,70.6,110.2,.344,.376,.554,51.5,63.9,8.7,10.6,.516,14.7,32.0,.258
Iowa State,32,12,20,.375,9.10,10.07,5,13,11,6,0,11,2304,2335,1285,836,1905,.439,227,718,.316,405,543,.746,327,1097,443,238,135,425,517,70.4,101.9,.285,.377,.533,48.9,53.0,10.5,11.3,.498,16.4,29.2,.213
IUPUI,32,7,25,.219,-14.89,-3.39,3,15,4,9,3,14,2256,2564,1290,803,1945,.413,254,753,.337,396,614,.645,363,1140,431,207,79,445,571,71.9,97.3,.316,.387,.504,47.7,53.7,8.9,6.4,.478,16.6,29.3,.204
Jackson State,32,15,17,.469,-10.91,-8.61,11,7,9,3,6,14,2153,2157,1280,787,1855,.424,143,541,.264,436,649,.672,298,1036,362,260,117,410,627,71.1,94.6,.350,.292,.498,47.9,46.0,11.4,10.2,.463,15.9,26.2,.235
Jacksonville,32,14,18,.438,-6.50,-5.63,7,9,6,7,7,9,2139,2133,1295,778,1813,.429,205,643,.319,378,564,.670,327,1217,356,161,91,440,498,67.6,97.7,.311,.355,.514,52.5,45.8,7.4,7.9,.486,17.5,29.2,.208
Jacksonville State,32,13,19,.406,-8.29,-6.36,8,10,8,6,4,11,2294,2218,1285,844,1893,.446,226,680,.332,380,550,.691,354,1165,439,202,82,452,505,70.0,102.1,.291,.359,.532,52.8,52.0,9.0,7.3,.506,17.3,31.4,.201
James Madison,30,9,21,.300,-9.23,-2.78,2,16,6,9,3,11,2157,2296,1200,750,1787,.420,231,721,.320,426,652,.653,303,1128,368,187,87,373,523,72.1,99.7,.365,.403,.514,49.7,49.1,8.6,8.1,.484,15.1,26.2,.238
Kansas,31,28,3,.903,24.96,11.63,17,1,14,1,11,1,2312,1882,1245,851,1758,.484,199,578,.344,411,616,.667,333,1196,432,237,145,396,454,67.9,109.4,.350,.329,.564,54.7,50.8,11.2,13.6,.541,16.2,32.8,.234
Kansas City,30,16,14,.533,-6.07,-3.62,8,7,9,4,5,8,2094,1976,1225,771,1684,.458,214,596,.359,338,494,.684,261,936,396,242,94,390,640,66.7,102.5,.293,.354,.546,48.2,51.4,11.9,9.4,.521,16.9,26.0,.201
Kansas State,32,11,21,.344,8.70,9.48,3,15,9,7,1,10,2054,2079,1285,721,1742,.414,213,681,.313,399,604,.661,331,1050,397,277,78,459,611,67.2,95.1,.347,.391,.506,48.9,55.1,12.8,7.9,.475,18.4,29.6,.229
Kennesaw State,29,1,28,.034,-22.60,-2.63,0,16,1,10,0,16,1602,2181,1160,560,1580,.354,121,488,.248,361,513,.704,280,932,235,146,57,427,489,68.1,81.1,.325,.309,.439,45.9,42.0,7.4,5.5,.393,19.0,25.8,.228
Kent State,32,20,12,.625,3.68,-0.72,9,9,14,3,5,7,2442,2241,1300,886,1952,.454,268,791,.339,402,553,.727,345,1157,445,218,132,407,596,70.1,107.2,.283,.405,.551,50.7,50.2,9.6,11.2,.523,15.5,30.7,.206
Kentucky,31,25,6,.806,15.78,7.46,15,3,16,2,8,2,2307,2049,1250,795,1723,.461,157,458,.343,560,703,.797,300,1136,415,162,153,387,568,68.5,107.9,.408,.266,.561,53.0,52.2,7.6,13.6,.507,15.8,30.8,.325
La Salle,30,15,15,.500,-0.23,1.71,6,12,8,7,4,8,2040,2098,1215,711,1718,.414,240,714,.336,378,568,.665,311,1048,391,241,93,440,586,69.8,96.2,.331,.416,.513,49.6,55.0,11.4,8.9,.484,18.1,28.6,.220
Lafayette,31,19,12,.613,-5.91,-5.94,10,8,9,5,10,7,2174,2133,1240,798,1765,.452,265,774,.342,313,422,.742,238,1079,473,147,138,375,442,67.7,103.6,.239,.439,.553,49.7,59.3,7.0,11.3,.527,16.0,23.4,.177
Lamar,32,17,15,.531,-7.24,-6.45,10,10,10,5,6,10,2312,2227,1290,831,1903,.437,189,572,.330,461,654,.705,360,1138,427,284,146,467,531,71.7,99.9,.344,.301,.522,49.1,51.4,12.3,12.3,.486,17.4,30.8,.242
Lehigh,32,11,21,.344,-10.93,-3.90,7,11,8,6,3,15,2184,2339,1290,826,1846,.447,180,538,.335,352,480,.733,282,1110,404,174,77,442,564,69.5,97.5,.260,.291,.527,50.7,48.9,7.8,7.1,.496,17.6,26.3,.191
Liberty,34,30,4,.882,5.15,-7.26,13,3,17,0,7,4,2332,1830,1360,841,1755,.479,260,711,.366,390,547,.713,250,1131,446,192,95,318,456,61.3,111.8,.312,.405,.579,53.2,53.0,9.2,9.2,.553,13.6,24.8,.222
Lipscomb,32,16,16,.500,-7.08,-4.45,9,7,9,5,7,11,2255,2261,1285,834,1849,.451,218,640,.341,369,533,.692,299,1129,423,172,83,410,488,68.8,102.0,.288,.346,.536,50.4,50.7,7.8,7.4,.510,16.3,27.1,.200
Little Rock,31,21,10,.677,2.27,-1.07,15,5,13,2,8,8,2270,2152,1240,777,1653,.470,188,543,.346,528,744,.710,307,1096,462,214,113,479,577,70.2,104.4,.450,.328,.566,52.2,59.5,9.8,10.4,.527,19.3,30.7,.319
Long Beach State,32,11,21,.344,-8.72,1.08,6,10,8,6,2,13,2157,2404,1290,772,1789,.432,187,533,.351,426,609,.700,281,1092,354,189,132,515,565,71.8,93.1,.340,.298,.519,48.0,45.9,8.2,11.4,.484,19.9,25.4,.238
Long Island University,33,15,18,.455,-8.38,-6.16,9,9,8,6,6,11,2504,2534,1340,867,1966,.441,312,906,.344,458,641,.715,255,1125,471,223,111,461,562,73.9,101.2,.326,.461,.551,46.2,54.3,9.0,8.2,.520,16.9,21.5,.233
Longwood,32,14,18,.438,-12.45,-9.31,9,9,8,6,6,11,2148,2195,1300,720,1781,.404,293,857,.342,415,592,.701,272,1097,349,215,67,437,595,68.5,96.5,.332,.481,.521,48.7,48.5,9.7,6.7,.487,17.5,23.6,.233
Louisiana,33,14,19,.424,-4.60,-0.67,8,12,10,6,3,12,2416,2514,1325,825,1972,.418,259,806,.321,507,682,.743,349,1161,378,198,103,464,584,72.8,100.1,.346,.409,.526,49.3,45.8,8.2,8.2,.484,16.8,29.0,.257
Louisiana State,31,21,10,.677,14.43,7.20,12,6,15,2,5,6,2495,2271,1250,886,1880,.471,211,645,.327,512,666,.769,375,1230,398,195,121,390,495,70.8,112.8,.354,.343,.568,54.3,44.9,8.8,10.6,.527,15.1,35.1,.272
Louisiana Tech,30,22,8,.733,7.06,-1.48,13,5,15,1,7,7,2235,1910,1210,821,1763,.466,251,704,.357,342,512,.668,314,1110,401,222,75,373,508,68.2,108.2,.290,.399,.557,51.9,48.8,10.8,7.4,.537,15.7,30.3,.194
Louisiana-Monroe,29,9,20,.310,-6.50,-0.16,5,15,7,8,2,12,1831,1956,1165,653,1556,.420,180,539,.334,345,506,.682,260,979,336,130,96,394,488,66.2,94.9,.325,.346,.510,49.2,51.5,6.7,9.4,.478,18.0,27.0,.222
Louisville,31,24,7,.774,17.94,7.55,15,5,17,1,6,5,2296,1974,1250,810,1787,.453,255,679,.376,421,576,.731,335,1197,433,157,83,376,524,67.1,109.4,.322,.380,.557,54.5,53.5,7.5,7.9,.525,15.4,32.0,.236
Loyola (IL),32,21,11,.656,5.70,0.54,13,5,14,2,5,6,2198,2007,1295,803,1616,.497,185,504,.367,407,626,.650,200,963,457,252,51,411,443,65.7,103.4,.387,.312,.574,49.7,56.9,11.9,5.4,.554,17.7,21.4,.252
Loyola (MD),32,15,17,.469,-9.59,-7.23,7,11,9,4,5,13,2348,2394,1290,830,1784,.465,212,663,.320,476,747,.637,281,1104,495,216,93,438,564,71.3,102.2,.419,.372,.549,49.2,59.6,9.4,8.0,.525,17.0,25.9,.267
Loyola Marymount,32,11,21,.344,-1.09,3.88,4,12,7,9,2,9,2057,2168,1285,751,1616,.465,173,560,.309,382,561,.681,252,960,372,187,67,449,606,64.7,98.9,.347,.347,.546,50.6,49.5,9.0,7.4,.518,19.3,27.5,.236
Maine,31,9,22,.290,-11.88,-3.71,5,11,5,7,3,15,1904,2109,1250,689,1693,.407,206,732,.281,320,450,.711,300,1062,428,215,107,466,547,66.2,92.1,.266,.432,.499,50.4,62.1,10.4,11.4,.468,19.6,28.5,.189
Manhattan,31,13,18,.419,-8.42,-6.26,8,12,7,6,5,11,1924,1991,1250,676,1708,.396,210,679,.309,362,583,.621,343,1070,392,218,123,432,634,66.3,92.8,.341,.398,.485,49.2,58.0,10.5,11.7,.457,17.9,30.1,.212
Marist,30,7,23,.233,-12.22,-7.08,6,14,4,10,3,12,1816,1970,1225,639,1634,.391,223,654,.341,315,486,.648,277,1010,315,204,88,420,553,65.5,90.5,.297,.400,.487,49.3,49.3,10.2,9.9,.459,18.4,25.9,.193
Marquette,30,18,12,.600,15.44,9.30,8,10,13,3,3,8,2333,2149,1220,759,1764,.430,301,787,.382,514,692,.743,317,1195,406,154,127,410,572,71.4,107.2,.392,.446,.557,53.2,53.5,7.1,10.6,.516,16.4,29.8,.291
Marshall,32,17,15,.531,1.70,-0.05,10,8,10,6,5,9,2429,2339,1285,897,2028,.442,245,783,.313,390,588,.663,347,1240,454,260,190,471,602,75.5,100.1,.290,.386,.526,48.5,50.6,10.7,14.3,.503,17.0,27.9,.192
Maryland,31,24,7,.774,17.82,10.50,14,6,16,1,5,6,2226,1999,1240,744,1774,.419,238,765,.311,500,669,.747,348,1184,409,142,134,350,463,67.7,106.0,.377,.431,.532,52.9,55.0,6.8,11.8,.486,14.3,31.5,.282
Maryland-Baltimore County,33,16,17,.485,-8.08,-4.43,8,8,11,5,5,10,2255,2207,1325,816,1843,.443,229,723,.317,394,611,.645,297,1136,407,178,79,416,532,68.0,100.1,.332,.392,.529,49.9,49.9,7.9,7.8,.505,16.3,26.1,.214
Maryland-Eastern Shore,32,5,27,.156,-22.03,-6.45,4,12,4,6,1,20,1841,2278,1290,676,1869,.362,187,745,.251,302,478,.632,333,1095,354,246,102,475,579,69.6,82.0,.256,.399,.439,46.2,52.4,11.0,9.3,.412,18.5,26.1,.162
Massachusetts,31,14,17,.452,1.12,3.79,8,10,11,5,3,9,2124,2207,1250,758,1780,.426,235,715,.329,373,532,.701,278,1006,412,211,99,407,566,69.2,98.2,.299,.402,.522,47.3,54.4,9.8,8.2,.492,16.7,25.7,.210
Massachusetts-Lowell,32,13,19,.406,-8.19,-5.35,7,9,8,9,5,10,2388,2433,1295,838,1830,.458,222,655,.339,490,688,.712,301,1087,462,221,83,430,536,70.9,104.0,.376,.358,.554,49.2,55.1,9.6,6.7,.519,16.6,27.5,.268
McNeese State,32,15,17,.469,-9.11,-6.93,10,10,10,5,5,11,2540,2390,1290,911,1833,.497,269,675,.399,449,620,.724,321,1153,522,211,124,509,534,71.8,109.7,.338,.368,.597,52.3,57.3,9.1,10.3,.570,19.3,31.7,.245
Memphis,31,21,10,.677,12.16,5.07,10,8,15,3,5,6,2232,2012,1250,775,1763,.440,204,620,.329,478,704,.679,324,1240,438,242,184,510,607,73.1,97.7,.399,.352,.532,52.2,56.5,10.6,15.3,.497,19.6,30.0,.271
Mercer,32,17,15,.531,-3.13,-2.70,11,7,9,6,8,6,2294,2248,1280,847,1885,.449,246,686,.359,354,490,.722,332,1172,461,211,83,463,601,70.4,101.9,.260,.364,.542,53.2,54.4,9.4,7.6,.515,17.9,31.1,.188
Merrimack,31,20,11,.645,-6.93,-6.53,14,4,10,2,9,8,1948,1866,1255,705,1682,.419,247,728,.339,291,427,.681,243,890,397,308,92,368,536,64.4,96.4,.254,.433,.517,43.8,56.3,15.2,8.6,.493,16.3,23.2,.173
Miami (FL),31,15,16,.484,6.63,8.66,7,13,9,5,4,8,2207,2270,1270,796,1855,.429,219,690,.317,396,522,.759,292,1069,310,183,119,374,447,68.7,101.2,.281,.372,.525,47.2,38.9,8.4,9.4,.488,15.1,26.0,.213
Miami (OH),32,13,19,.406,-4.17,-0.57,5,13,10,6,2,11,2269,2275,1280,814,1920,.424,268,791,.339,373,513,.727,304,1130,383,164,75,363,584,69.2,102.5,.267,.412,.524,48.8,47.1,7.4,6.8,.494,14.4,25.9,.194
Michigan,31,19,12,.613,17.94,11.17,10,10,11,5,4,7,2326,2116,1255,861,1864,.462,247,729,.339,357,498,.717,267,1119,454,169,140,332,470,69.3,107.0,.267,.391,.554,50.6,52.7,7.8,10.3,.528,13.6,25.0,.192
Michigan State,31,22,9,.710,21.92,10.76,14,6,12,3,7,4,2353,2007,1240,845,1833,.461,239,687,.348,424,565,.750,344,1258,549,159,156,389,523,69.4,109.4,.308,.375,.560,55.1,65.0,7.4,13.4,.526,15.6,32.8,.231
Middle Tennessee,31,8,23,.258,-8.41,0.84,4,14,5,10,3,10,2193,2332,1250,776,1850,.419,255,763,.334,386,576,.670,332,1083,406,211,91,435,620,71.2,98.5,.311,.412,.516,49.0,52.3,9.5,7.9,.488,17.0,28.1,.209
Milwaukee,31,12,19,.387,-7.22,-3.91,7,11,7,8,4,9,2216,2252,1265,788,1908,.413,241,754,.320,399,563,.709,353,1115,387,182,95,417,668,70.6,99.2,.295,.395,.509,49.1,49.1,8.1,8.5,.476,16.1,29.5,.209
Minnesota,31,15,16,.484,16.39,11.55,8,12,11,5,2,10,2205,2055,1250,796,1871,.425,257,762,.337,356,515,.691,360,1217,466,147,144,351,515,67.3,104.9,.275,.407,.521,52.1,58.5,7.0,11.3,.494,14.2,31.3,.190
Mississippi,32,15,17,.469,7.37,6.90,6,12,12,5,1,10,2208,2193,1290,769,1780,.432,192,600,.320,478,655,.730,288,1080,413,229,91,420,621,68.8,99.5,.368,.337,.528,49.2,53.7,10.3,8.0,.486,16.7,26.2,.269
Mississippi State,31,20,11,.645,12.21,6.96,11,7,14,2,4,7,2275,2112,1240,802,1713,.468,161,479,.336,510,676,.754,371,1160,415,174,158,431,542,67.3,109.0,.395,.280,.559,55.1,51.7,8.3,14.0,.515,17.5,37.0,.298
Mississippi Valley State,30,3,27,.100,-29.08,-7.68,3,15,1,8,2,19,2048,2690,1205,750,2032,.369,246,837,.294,302,466,.648,313,1049,313,218,87,433,586,78.9,86.1,.229,.412,.454,42.2,41.7,9.2,6.6,.430,16.1,23.4,.149
Missouri,31,15,16,.484,8.51,6.54,7,11,12,4,2,10,2081,2020,1250,700,1707,.410,205,690,.297,476,610,.780,337,1091,352,209,99,437,656,67.1,99.3,.357,.404,.521,51.5,50.3,10.0,10.0,.470,18.0,31.4,.279
Missouri State,33,16,17,.485,3.50,0.71,9,9,11,4,3,10,2330,2238,1325,843,1923,.438,230,650,.354,414,553,.749,359,1226,391,211,86,448,599,68.6,102.6,.288,.338,.533,54.6,46.4,9.3,7.7,.498,17.0,31.9,.215
Monmouth,31,18,13,.581,-4.51,-5.19,12,8,11,2,6,10,2209,2188,1245,755,1842,.410,227,680,.334,472,655,.721,301,1058,399,248,86,397,621,72.1,98.5,.356,.369,.513,47.1,52.8,11.1,8.5,.471,15.6,25.5,.256
Montana,31,18,13,.581,0.59,-1.52,14,6,12,3,6,10,2195,2122,1255,841,1777,.473,174,486,.358,339,469,.723,195,970,387,195,101,370,628,69.4,100.8,.264,.273,.549,48.0,46.0,9.0,9.0,.522,15.6,19.6,.191
Montana State,31,16,15,.516,-5.01,-2.29,10,10,9,5,5,10,2066,2076,1240,721,1622,.445,175,532,.329,449,606,.741,225,1076,351,170,72,433,543,68.2,97.8,.374,.328,.541,50.9,48.7,8.0,6.8,.498,18.5,22.9,.277
Morehead State,32,13,19,.406,-10.96,-6.42,7,11,11,4,2,14,2208,2240,1295,826,1902,.434,184,639,.288,372,583,.638,342,1187,430,190,141,400,512,69.1,98.7,.307,.336,.507,50.4,52.1,8.5,11.8,.483,15.5,29.0,.196
Morgan State,31,15,16,.484,-12.82,-9.18,9,7,8,6,7,7,2182,2197,1255,766,1807,.424,158,563,.281,492,709,.694,406,1222,365,175,132,511,698,71.4,97.4,.392,.312,.509,53.0,47.7,7.8,12.6,.468,19.2,35.1,.272
Mount St. Mary's,32,11,21,.344,-9.56,-6.47,7,11,8,6,3,15,2053,2132,1295,715,1772,.403,209,678,.308,414,597,.693,344,1120,357,158,105,375,530,64.5,98.3,.337,.383,.499,50.0,49.9,7.6,9.3,.462,15.4,29.6,.234
Murray State,32,23,9,.719,1.99,-6.08,15,3,15,0,6,6,2413,2070,1290,852,1789,.476,210,569,.369,499,704,.709,306,1217,461,181,125,440,565,69.7,107.4,.394,.318,.568,54.5,54.1,8.1,10.7,.535,17.2,29.5,.279
Navy,30,14,16,.467,-7.36,-5.74,8,10,10,5,4,11,1908,1924,1220,673,1647,.409,194,644,.301,368,532,.692,357,1082,333,151,51,360,476,62.6,99.9,.323,.391,.502,53.3,49.5,7.9,5.4,.468,15.9,33.6,.223
NC State,32,20,12,.625,12.05,7.14,10,10,14,4,5,7,2388,2231,1285,885,1958,.452,222,697,.319,396,558,.710,333,1142,434,245,145,383,580,70.6,105.3,.285,.356,.537,49.0,49.0,10.8,11.6,.509,14.7,28.8,.202
Nebraska,32,7,25,.219,2.41,10.66,2,18,5,11,0,12,2235,2499,1305,815,2011,.405,253,796,.318,352,584,.603,293,1134,442,223,79,380,485,72.8,94.1,.290,.396,.488,44.0,54.2,9.4,6.1,.468,14.2,22.1,.175
Nevada,31,19,12,.613,8.91,4.14,12,6,12,3,4,7,2391,2243,1245,840,1879,.447,309,806,.383,400,531,.753,272,1188,462,159,109,372,608,71.7,107.2,.283,.429,.561,51.8,55.0,7.1,10.5,.529,14.9,25.2,.213
Nevada-Las Vegas,32,17,15,.531,6.79,4.76,12,6,12,6,5,7,2307,2242,1315,812,1876,.433,241,755,.319,442,639,.692,396,1255,404,199,88,427,657,67.2,104.4,.341,.402,.529,54.7,49.8,9.0,8.8,.497,16.4,34.0,.236
New Hampshire,30,15,15,.500,-7.60,-6.28,8,8,10,3,5,12,2071,1990,1215,750,1838,.408,255,769,.332,316,470,.672,343,1236,397,144,64,390,548,69.7,97.9,.256,.418,.502,54.0,52.9,6.8,6.1,.477,15.9,29.4,.172
New Mexico,33,19,14,.576,3.47,2.63,7,11,15,3,2,9,2531,2483,1320,892,1913,.466,230,704,.327,517,718,.720,312,1159,494,267,95,475,514,73.0,105.1,.375,.368,.561,49.5,55.4,11.1,8.1,.526,17.4,27.6,.270
New Mexico State,31,25,6,.806,4.11,-4.24,16,0,13,1,9,3,2214,1852,1245,774,1700,.455,283,798,.355,383,534,.717,343,1091,447,191,55,406,491,64.6,110.0,.314,.469,.567,56.4,57.8,9.5,5.7,.539,17.2,34.8,.225
New Orleans,30,9,21,.300,-14.08,-4.73,5,15,6,8,3,13,2262,2323,1200,800,1731,.462,155,459,.338,507,681,.744,285,932,446,232,62,418,577,72.8,103.6,.393,.265,.551,47.7,55.8,10.6,5.5,.507,16.9,28.6,.293
Niagara,32,12,20,.375,-11.02,-4.33,9,11,9,3,2,17,2102,2316,1290,766,1785,.429,243,653,.372,327,435,.752,190,883,381,222,71,338,509,66.5,97.9,.244,.366,.528,41.1,49.7,10.3,6.5,.497,14.5,17.7,.183
Nicholls State,31,21,10,.677,-3.87,-6.02,15,5,13,1,7,8,2388,2144,1250,881,1985,.444,249,739,.337,377,504,.748,351,1077,408,309,115,419,595,73.0,104.6,.254,.372,.537,48.9,46.3,13.5,10.1,.507,15.9,30.8,.190
NJIT,30,9,21,.300,-10.14,-4.83,6,10,5,7,4,14,1904,2030,1200,688,1709,.403,172,569,.302,356,523,.681,274,994,318,170,89,327,506,67.0,94.8,.306,.333,.486,48.0,46.2,8.5,8.4,.453,14.3,25.1,.208
Norfolk State,31,16,15,.516,-7.76,-9.39,12,4,11,2,4,12,2186,2012,1245,754,1820,.414,243,752,.323,435,611,.712,356,1151,406,244,73,436,605,70.3,99.9,.336,.413,.518,51.2,53.8,11.1,7.4,.481,17.1,31.1,.239
North Alabama,30,13,17,.433,-9.00,-5.82,8,8,9,4,4,13,2062,2092,1205,709,1666,.426,208,612,.340,436,633,.689,301,1074,331,195,71,444,590,70.0,97.8,.380,.367,.524,51.0,46.7,9.2,6.5,.488,18.4,28.5,.262
North Carolina,33,14,19,.424,9.45,10.05,6,14,7,8,3,9,2383,2403,1340,865,2058,.420,181,595,.304,470,689,.682,455,1382,472,183,116,426,550,70.4,101.1,.335,.289,.500,55.0,54.6,7.8,9.9,.464,15.2,35.3,.228
North Carolina A&T,32,17,15,.531,-9.66,-7.86,12,4,11,1,4,12,2311,2305,1290,826,1920,.430,181,612,.296,478,785,.609,364,1236,471,260,117,490,668,75.2,95.2,.409,.319,.504,49.2,57.0,10.7,10.0,.477,17.6,28.8,.249
North Carolina Central,31,18,13,.581,-10.04,-8.86,13,3,12,0,5,13,2162,2045,1260,797,1734,.460,182,605,.301,386,591,.653,301,1064,420,260,93,472,588,69.6,98.6,.341,.349,.537,49.4,52.7,11.9,8.7,.512,19.0,29.0,.223
North Dakota,33,15,18,.455,-6.24,-1.38,7,9,8,3,4,13,2470,2467,1330,855,1874,.456,259,762,.340,501,658,.761,284,1172,424,150,75,439,577,70.5,105.4,.351,.407,.565,51.9,49.6,6.4,5.5,.525,16.7,26.0,.267
North Dakota State,33,25,8,.758,2.19,-3.94,13,3,13,1,8,6,2467,2183,1325,837,1878,.446,303,852,.356,490,614,.798,254,1173,393,153,75,330,512,67.8,109.8,.327,.454,.569,52.6,47.0,6.8,5.8,.526,13.2,23.1,.261
North Florida,33,21,12,.636,-0.57,-3.25,13,3,13,2,7,9,2583,2416,1320,889,1975,.450,391,1031,.379,414,543,.762,327,1138,517,164,125,390,530,69.6,112.5,.275,.522,.578,48.8,58.2,7.1,8.2,.549,14.9,28.4,.210
North Texas,31,20,11,.645,7.32,1.66,14,4,13,3,7,6,2203,1962,1245,786,1627,.483,253,667,.379,378,503,.751,266,998,390,195,88,421,530,64.9,109.0,.309,.410,.590,52.4,49.6,9.6,8.7,.561,18.4,29.7,.232
Northeastern,33,17,16,.515,1.45,-3.28,9,9,7,6,7,7,2347,2191,1325,856,1808,.473,269,726,.371,366,463,.790,240,1019,439,251,57,391,553,65.8,107.7,.256,.402,.579,50.6,51.3,11.5,5.3,.548,16.2,24.4,.202
